Time Step,TN,FP,FN,TP,Specificity,Recall,ROC AUC,F1 Score,Accuracy
1,823,787,63,89,0.5111801242236025,0.5855263157894737,0.5845374305328539,0.17315175097276264,0.5175936435868331
2,1248,362,97,55,0.7751552795031056,0.3618421052631579,0.6268020594965675,0.19332161687170474,0.7395005675368899
3,1252,358,92,60,0.7776397515527951,0.39473684210526316,0.65046992481203,0.21052631578947367,0.7446083995459705
4,1243,367,85,67,0.7720496894409938,0.4407894736842105,0.6721068976789801,0.22866894197952217,0.7434733257661748
5,1247,363,82,70,0.7745341614906832,0.4605263157894737,0.6891794704151684,0.23931623931623933,0.7474460839954598
6,1133,309,67,71,0.7857142857142857,0.5144927536231884,0.7166023437657039,0.27413127413127414,0.7620253164556962
7,1000,284,53,60,0.778816199376947,0.5309734513274337,0.7305158106580653,0.26258205689277897,0.7587687902648532
8,885,264,40,50,0.7702349869451697,0.5555555555555556,0.7408471134319699,0.24752475247524752,0.7546408393866021
9,807,233,34,34,0.7759615384615385,0.5,0.7342053167420814,0.20298507462686566,0.7590252707581228
10,721,213,26,25,0.771948608137045,0.49019607843137253,0.7008649284124785,0.17301038062283736,0.7573604060913706
1,680,930,42,110,0.422360248447205,0.7236842105263158,0.6170766590389016,0.18456375838926176,0.44835414301929627
2,713,897,48,104,0.44285714285714284,0.6842105263157895,0.6099501471068977,0.18039895923677363,0.463677639046538
3,669,941,37,115,0.415527950310559,0.756578947368421,0.6429388689114091,0.19039735099337748,0.4449489216799092
4,659,951,34,118,0.4093167701863354,0.7763157894736842,0.6645921869892121,0.19328419328419327,0.4409761634506243
5,664,946,30,122,0.4124223602484472,0.8026315789473685,0.6873202026806146,0.2,0.4460839954597049
6,615,827,32,105,0.4264909847434119,0.7664233576642335,0.668672869190196,0.19644527595884004,0.4559848005066498
7,570,720,26,83,0.4418604651162791,0.7614678899082569,0.6844676765521656,0.18201754385964913,0.46676197283774123
8,499,643,21,72,0.43695271453590195,0.7741935483870968,0.6807336685309682,0.1782178217821782,0.46234817813765183
9,518,527,16,58,0.49569377990430624,0.7837837837837838,0.7193585930428036,0.17602427921092564,0.514745308310992
10,455,481,11,47,0.4861111111111111,0.8103448275862069,0.7283745947539051,0.16040955631399317,0.5050301810865191
1,965,645,63,89,0.5993788819875776,0.5855263157894737,0.6321632886564237,0.20090293453724606,0.5981838819523269
2,892,718,58,94,0.5540372670807453,0.618421052631579,0.6264955867930697,0.1950207468879668,0.5595913734392736
3,812,798,42,110,0.5043478260869565,0.7236842105263158,0.6397556390977444,0.20754716981132076,0.5232690124858116
4,733,877,37,115,0.45527950310559007,0.756578947368421,0.651152337365152,0.20104895104895104,0.48127128263337116
5,740,870,39,113,0.45962732919254656,0.743421052631579,0.6572531873161163,0.19911894273127753,0.4841089670828604
6,692,743,34,101,0.48222996515679445,0.7481481481481481,0.6690927861659569,0.20633299284984677,0.5050955414012739
7,651,630,26,87,0.5081967213114754,0.7699115044247787,0.6989630612146207,0.20963855421686747,0.5294117647058824
8,621,527,21,74,0.5409407665505227,0.7789473684210526,0.7138822666422153,0.21264367816091953,0.5591311343523733
9,561,483,14,61,0.5373563218390804,0.8133333333333334,0.7208301404853129,0.19709208400646203,0.5558534405719392
10,471,461,10,54,0.5053648068669528,0.84375,0.7087245171673819,0.18652849740932642,0.5271084337349398
