Time Step,TN,FP,FN,TP,Specificity,Recall,ROC AUC,F1 Score,Accuracy
1,904,104,17,25,0.8968253968253969,0.5952380952380952,0.8579931972789115,0.29239766081871343,0.8847619047619047
2,815,143,33,50,0.8507306889352818,0.6024096385542169,0.8073798324823303,0.36231884057971014,0.8309317963496637
3,731,143,34,62,0.8363844393592678,0.6458333333333334,0.7998069221967963,0.4119601328903654,0.8175257731958763
4,591,150,34,59,0.7975708502024291,0.6344086021505376,0.7590585230653142,0.39072847682119205,0.7793764988009593
5,462,144,32,54,0.7623762376237624,0.627906976744186,0.7484073988794229,0.38028169014084506,0.7456647398843931
6,352,142,23,50,0.7125506072874493,0.684931506849315,0.7497642948255782,0.37735849056603776,0.708994708994709
7,292,123,18,50,0.7036144578313253,0.7352941176470589,0.7812544294826365,0.4149377593360996,0.7080745341614907
8,229,112,19,49,0.6715542521994134,0.7205882352941176,0.7554769708469898,0.4279475982532751,0.6797066014669927
9,185,100,18,51,0.6491228070175439,0.7391304347826086,0.7418255784388509,0.4636363636363636,0.6666666666666666
10,155,91,21,48,0.6300813008130082,0.6956521739130435,0.7266407446683162,0.46153846153846156,0.6444444444444445
11,125,91,18,46,0.5787037037037037,0.71875,0.7149884259259259,0.4577114427860697,0.6107142857142858
12,107,85,14,47,0.5572916666666666,0.7704918032786885,0.7357411202185792,0.48704663212435234,0.6086956521739131
13,94,78,17,41,0.5465116279069767,0.7068965517241379,0.7108059342421812,0.4632768361581921,0.5869565217391305
14,83,67,18,39,0.5533333333333333,0.6842105263157895,0.6964912280701755,0.4785276073619632,0.5893719806763285
1,799,202,10,39,0.7982017982017982,0.7959183673469388,0.8769393871434688,0.2689655172413793,0.7980952380952381
2,769,180,23,69,0.8103266596417281,0.75,0.8589819947771108,0.4046920821114369,0.8049951969260326
3,710,157,34,69,0.8189158016147635,0.6699029126213593,0.8304274308238428,0.4194528875379939,0.8030927835051547
4,593,148,31,62,0.8002699055330634,0.6666666666666666,0.8054213283415321,0.40924092409240925,0.7853717026378897
5,468,141,28,55,0.7684729064039408,0.6626506024096386,0.7798286743031237,0.3942652329749104,0.7557803468208093
6,340,142,28,57,0.7053941908713693,0.6705882352941176,0.7596045887234563,0.4014084507042254,0.7001763668430335
7,272,133,22,56,0.671604938271605,0.717948717948718,0.7802152579930357,0.41947565543071164,0.6790890269151139
8,219,116,19,55,0.6537313432835821,0.7432432432432432,0.7850342880193628,0.4489795918367347,0.6699266503667481
9,185,99,18,52,0.6514084507042254,0.7428571428571429,0.78023138832998,0.47058823529411764,0.6694915254237288
10,157,92,18,48,0.6305220883534136,0.7272727272727273,0.7595229402458318,0.46601941747572817,0.6507936507936508
11,130,86,16,48,0.6018518518518519,0.75,0.7650462962962963,0.48484848484848486,0.6357142857142857
12,119,71,19,44,0.6263157894736842,0.6984126984126984,0.7617376775271512,0.4943820224719101,0.6442687747035574
13,94,74,20,42,0.5595238095238095,0.6774193548387096,0.7192780337941629,0.47191011235955055,0.591304347826087
14,86,66,14,41,0.5657894736842105,0.7454545454545455,0.7551435406698565,0.5061728395061729,0.6135265700483091
1,741,262,6,41,0.7387836490528414,0.8723404255319149,0.9053689993848242,0.2342857142857143,0.7447619047619047
2,715,239,21,66,0.749475890985325,0.7586206896551724,0.8435383985156268,0.336734693877551,0.7502401536983669
3,645,231,32,62,0.7363013698630136,0.6595744680851063,0.7818055960361411,0.32041343669250644,0.7288659793814433
4,557,184,38,55,0.7516869095816464,0.5913978494623656,0.7318938371569951,0.3313253012048193,0.7338129496402878
5,458,145,37,52,0.7595356550580431,0.5842696629213483,0.7207594983882089,0.36363636363636365,0.7369942196531792
6,354,120,45,48,0.7468354430379747,0.5161290322580645,0.6647611269906084,0.367816091954023,0.708994708994709
7,295,98,46,44,0.7506361323155216,0.4888888888888889,0.667005937234945,0.3793103448275862,0.7018633540372671
8,241,81,39,48,0.7484472049689441,0.5517241379310345,0.6583493967302063,0.4444444444444444,0.706601466992665
9,196,75,34,49,0.7232472324723247,0.5903614457831325,0.6805672876005868,0.47342995169082125,0.692090395480226
10,174,59,38,44,0.7467811158798283,0.5365853658536586,0.7013503611430963,0.4756756756756757,0.692063492063492
11,157,46,37,40,0.7733990147783252,0.5194805194805194,0.6798669310984581,0.49079754601226994,0.7035714285714286
12,136,44,30,43,0.7555555555555555,0.589041095890411,0.698097412480974,0.5375,0.7075098814229249
13,115,46,30,39,0.7142857142857143,0.5652173913043478,0.6893509766855703,0.5064935064935064,0.6695652173913044
14,106,36,26,39,0.7464788732394366,0.6,0.6912242686890574,0.5571428571428572,0.7004830917874396
