Time Step,TN,FP,FN,TP,Specificity,Recall,ROC AUC,F1 Score,Accuracy
1,913,55,10,284,0.9431818181818182,0.9659863945578231,0.9913771293641425,0.8973143759873617,0.9484944532488114
2,790,33,17,422,0.959902794653706,0.9612756264236902,0.9939689507524281,0.9440715883668904,0.9603803486529319
3,733,34,14,477,0.9556714471968709,0.9714867617107943,0.9930934128524656,0.9520958083832335,0.9618441971383148
4,691,34,15,511,0.953103448275862,0.9714828897338403,0.9930667365936803,0.954248366013072,0.9608313349320543
5,361,25,12,353,0.9352331606217616,0.9671232876712329,0.9919014834267867,0.9502018842530283,0.9507323568575233
6,340,24,10,364,0.9340659340659341,0.9732620320855615,0.9914497267438445,0.9553805774278216,0.9539295392953929
7,69,7,2,183,0.9078947368421053,0.9891891891891892,0.9909672830725462,0.976,0.9655172413793104
8,65,9,1,184,0.8783783783783784,0.9945945945945946,0.9924762600438276,0.9735449735449735,0.9613899613899614
1,931,44,18,268,0.9548717948717949,0.9370629370629371,0.9830410615025998,0.8963210702341137,0.950832672482157
2,793,21,17,431,0.9742014742014742,0.9620535714285714,0.9934598762723762,0.9577777777777777,0.9698890649762282
3,751,20,16,471,0.9740596627756161,0.9671457905544147,0.9931846691009036,0.9631901840490797,0.9713831478537361
4,701,16,19,515,0.9776847977684798,0.9644194756554307,0.9927836020873491,0.9671361502347418,0.9720223820943246
5,369,10,8,364,0.9736147757255936,0.978494623655914,0.9925454648622577,0.9758713136729222,0.9760319573901465
6,351,7,11,369,0.9804469273743017,0.9710526315789474,0.9902455160246986,0.9761904761904762,0.975609756097561
7,77,4,3,177,0.9506172839506173,0.9833333333333333,0.9915980795610425,0.9806094182825484,0.9731800766283525
8,75,4,4,177,0.9493670886075949,0.9779005524861878,0.9908385201762361,0.9779005524861878,0.9692307692307692
1,881,67,17,297,0.929324894514768,0.945859872611465,0.9845165148216829,0.8761061946902655,0.9334389857369255
2,753,34,22,453,0.9567979669631512,0.9536842105263158,0.9908861098107404,0.9417879417879418,0.9556259904912837
3,706,29,17,506,0.9605442176870749,0.9674952198852772,0.9941546025676045,0.9565217391304348,0.9634340222575517
4,672,26,25,528,0.9627507163323782,0.9547920433996383,0.9935335782421487,0.9539295392953929,0.9592326139088729
5,345,13,16,377,0.9636871508379888,0.9592875318066157,0.9926293942883136,0.9629629629629629,0.9613848202396804
6,322,12,19,385,0.9640718562874252,0.9529702970297029,0.9917294124622044,0.9612983770287141,0.9579945799457995
7,62,3,6,190,0.9538461538461539,0.9693877551020408,0.993956043956044,0.9768637532133676,0.9655172413793104
8,61,4,7,187,0.9384615384615385,0.9639175257731959,0.9887390959555907,0.9714285714285714,0.9575289575289575
