Time Step,TN,FP,FN,TP,Specificity,Recall,ROC AUC,F1 Score,Accuracy
1,676,934,49,103,0.41987577639751555,0.6776315789473685,0.556873161163779,0.17325483599663583,0.44211123723041995
2,519,1091,33,119,0.32236024844720496,0.7828947368421053,0.5836037103628636,0.17474302496328928,0.3620885357548241
3,474,1136,28,124,0.29440993788819875,0.8157894736842105,0.59181513566525,0.17563739376770537,0.33938706015891035
4,453,1157,27,125,0.2813664596273292,0.8223684210526315,0.5871730957829358,0.17433751743375175,0.3280363223609535
5,508,1102,23,129,0.315527950310559,0.8486842105263158,0.6292293233082706,0.18655097613882862,0.3615209988649262
6,503,939,23,115,0.3488210818307906,0.8333333333333334,0.6650334680094072,0.1929530201342282,0.3911392405063291
7,494,790,12,101,0.3847352024922118,0.8938053097345132,0.7279794888760234,0.20119521912350596,0.4259126700071582
8,485,664,14,76,0.4221061792863359,0.8444444444444444,0.7145343777197564,0.18313253012048192,0.45278450363196127
9,443,597,9,59,0.42596153846153845,0.8676470588235294,0.7224971719457014,0.16298342541436464,0.45306859205776173
10,378,556,7,44,0.40471092077087795,0.8627450980392157,0.6970651215518328,0.13517665130568357,0.42842639593908627
1,600,1010,41,111,0.37267080745341613,0.7302631578947368,0.577075841778359,0.1743912018853103,0.4035187287173666
2,735,875,58,94,0.45652173913043476,0.618421052631579,0.5707420725727361,0.16770740410347904,0.47048808172531215
3,754,856,53,99,0.4683229813664596,0.6513157894736842,0.5692015364498202,0.17886178861788618,0.4841089670828604
4,762,848,51,101,0.47329192546583854,0.6644736842105263,0.5937397842432167,0.18346957311534967,0.4897843359818388
5,702,908,49,103,0.4360248447204969,0.6776315789473685,0.6096293723439032,0.177128116938951,0.4568671963677639
6,667,775,40,97,0.46255201109570043,0.708029197080292,0.6332091478785546,0.19226957383548068,0.4838505383153895
7,604,686,30,79,0.4682170542635659,0.7247706422018348,0.6478557712822701,0.18077803203661327,0.4882058613295211
8,556,586,23,70,0.4868651488616462,0.7526881720430108,0.6692183115831497,0.18691588785046728,0.5068825910931174
9,512,533,18,56,0.48995215311004786,0.7567567567567568,0.6976335186861502,0.1689291101055807,0.5075960679177838
10,429,507,12,46,0.4583333333333333,0.7931034482758621,0.6772767462422635,0.15057283142389524,0.4778672032193159
1,756,854,59,93,0.46956521739130436,0.6118421052631579,0.5507477933965349,0.16924476797088261,0.481838819523269
2,818,792,68,84,0.5080745341614907,0.5526315789473685,0.5567587446878064,0.16342412451361868,0.5119182746878547
3,864,746,59,93,0.5366459627329192,0.6118421052631579,0.5967513893429225,0.18768920282542886,0.5431328036322361
4,863,747,57,95,0.5360248447204969,0.625,0.5860003269042171,0.19114688128772636,0.5437003405221339
5,875,735,58,94,0.5434782608695652,0.618421052631579,0.6090879372343903,0.19164118246687054,0.5499432463110102
6,858,577,54,81,0.5979094076655053,0.6,0.6188204929668344,0.2042875157629256,0.5980891719745223
7,780,501,43,70,0.6088992974238876,0.6194690265486725,0.6357312110975248,0.2046783625730994,0.6097560975609756
8,739,409,42,53,0.6437282229965157,0.5578947368421052,0.6158903355950852,0.19030520646319568,0.6371681415929203
9,676,368,33,42,0.6475095785440613,0.56,0.6347637292464878,0.1731958762886598,0.6416443252904379
10,579,353,23,41,0.621244635193133,0.640625,0.6087882242489271,0.17903930131004367,0.6224899598393574
