Time Step,TN,FP,FN,TP,Specificity,Recall,ROC AUC,F1 Score,Accuracy
1,972,638,79,73,0.6037267080745342,0.48026315789473684,0.5706869074861066,0.16917728852838934,0.5930760499432464
2,775,835,56,96,0.4813664596273292,0.631578947368421,0.5997629944426283,0.1772853185595568,0.49432463110102154
3,845,765,55,97,0.5248447204968945,0.6381578947368421,0.6332992808107225,0.1913214990138067,0.5346197502837684
4,971,639,60,92,0.6031055900621118,0.6052631578947368,0.6563133376920562,0.20838052095130238,0.6032917139614075
5,1090,520,60,92,0.6770186335403726,0.6052631578947368,0.6937581726054265,0.24083769633507854,0.6708286038592508
6,1043,399,55,83,0.7233009708737864,0.6014492753623188,0.7316177209592153,0.267741935483871,0.7126582278481013
7,976,308,46,67,0.7601246105919003,0.5929203539823009,0.7668238083422931,0.27459016393442626,0.7465998568360773
8,886,263,36,54,0.7711053089643168,0.6,0.7826515810850014,0.26535626535626533,0.7586763518966909
9,823,217,31,37,0.7913461538461538,0.5441176470588235,0.7784219457013575,0.22981366459627328,0.776173285198556
10,726,208,25,26,0.7773019271948608,0.5098039215686274,0.758785741277239,0.1824561403508772,0.7634517766497462
1,999,611,64,88,0.6204968944099379,0.5789473684210527,0.6473520758417785,0.20681551116333724,0.6169125993189557
2,1062,548,64,88,0.6596273291925466,0.5789473684210527,0.6556309251389344,0.2233502538071066,0.6526674233825198
3,1054,556,57,95,0.6546583850931676,0.625,0.672695325269696,0.23661270236612703,0.6520998864926221
4,986,624,49,103,0.6124223602484472,0.6776315789473685,0.6930491990846682,0.23435722411831628,0.6180476730987514
5,1017,593,52,100,0.6316770186335404,0.6578947368421053,0.7015446224256293,0.23668639053254437,0.6339387060158911
6,898,544,44,93,0.6227461858529819,0.6788321167883211,0.6997023598611013,0.24031007751937986,0.6276124129195694
7,857,433,39,70,0.6643410852713179,0.6422018348623854,0.7046298271815661,0.22875816993464052,0.6626161543959972
8,762,380,36,57,0.6672504378283712,0.6129032258064516,0.7175112517183587,0.21509433962264152,0.6631578947368421
9,732,313,27,47,0.7004784688995215,0.6351351351351351,0.7441743178585284,0.21658986175115208,0.6961572832886506
10,630,306,19,39,0.6730769230769231,0.6724137931034483,0.7366268788682582,0.1935483870967742,0.6730382293762576
1,931,679,57,95,0.5782608695652174,0.625,0.64519042170644,0.20518358531317496,0.5822928490351873
2,1093,517,68,84,0.6788819875776397,0.5526315789473685,0.6614784243216738,0.22310756972111553,0.6679909194097616
3,1096,514,68,84,0.6807453416149069,0.5526315789473685,0.6653849297155934,0.224,0.6696935300794552
4,1107,503,66,86,0.6875776397515528,0.5657894736842105,0.6838713631905852,0.2321187584345479,0.6770715096481271
5,1120,490,60,92,0.6956521739130435,0.6052631578947368,0.7044908466819222,0.2506811989100817,0.6878547105561862
6,1033,402,55,80,0.7198606271777004,0.5925925925925926,0.7175842044134728,0.2593192868719611,0.7089171974522293
7,949,332,44,69,0.7408274785323966,0.6106194690265486,0.7289728019453828,0.26848249027237353,0.7302725968436155
8,847,301,44,51,0.7378048780487805,0.5368421052631579,0.7241610122868146,0.22818791946308725,0.7224456958970233
9,769,275,32,43,0.7365900383141762,0.5733333333333334,0.7112005108556833,0.21882951653944022,0.7256478999106345
10,656,276,27,37,0.703862660944206,0.578125,0.6945580740343348,0.1962864721485411,0.6957831325301205
