Time Step,TN,FP,FN,TP,Specificity,Recall,ROC AUC,F1 Score,Accuracy
1,191,777,0,294,0.19731404958677687,1.0,0.8924671108112667,0.4307692307692308,0.384310618066561
2,715,108,58,381,0.8687727825030377,0.8678815489749431,0.9488343385082079,0.8211206896551724,0.8684627575277337
3,620,147,42,449,0.8083441981747066,0.9144602851323829,0.9490197744538591,0.8261269549218031,0.8497615262321144
4,580,145,33,493,0.8,0.9372623574144486,0.9649429657794677,0.8470790378006873,0.8577138289368506
5,321,65,18,347,0.8316062176165803,0.9506849315068493,0.9697707431329405,0.8931788931788932,0.8894806924101198
6,295,69,13,361,0.8104395604395604,0.9652406417112299,0.9747752247752248,0.8980099502487562,0.8888888888888888
7,60,16,8,177,0.7894736842105263,0.9567567567567568,0.972475106685633,0.9365079365079365,0.9080459770114943
8,61,13,14,171,0.8243243243243243,0.9243243243243243,0.9675675675675677,0.926829268292683,0.8957528957528957
1,975,0,286,0,1.0,0.0,0.5,0.0,0.7731958762886598
2,797,17,144,304,0.9791154791154791,0.6785714285714286,0.9505103216040717,0.7906371911573472,0.8724247226624405
3,609,162,45,442,0.7898832684824902,0.9075975359342916,0.9400322789411868,0.8102658111824015,0.8354531001589826
4,717,0,534,0,1.0,0.0,0.5,0.0,0.5731414868105515
5,252,127,17,355,0.6649076517150396,0.9543010752688172,0.9319055522455811,0.8313817330210773,0.8082556591211718
6,0,358,0,380,0.0,1.0,0.5,0.6797853309481217,0.5149051490514905
7,80,1,64,116,0.9876543209876543,0.6444444444444445,0.952400548696845,0.7811447811447811,0.7509578544061303
8,0,79,0,181,0.0,1.0,0.5,0.8208616780045351,0.6961538461538461
1,915,33,118,196,0.9651898734177216,0.6242038216560509,0.9528037571555269,0.7219152854511971,0.8803486529318542
2,693,94,23,452,0.8805590851334181,0.9515789473684211,0.9755152812144718,0.8854064642507345,0.9072900158478605
3,654,81,28,495,0.889795918367347,0.9464627151051626,0.9794565627398186,0.9008189262966333,0.9133545310015898
4,635,63,49,504,0.9097421203438395,0.9113924050632911,0.972592838230646,0.9,0.9104716227018386
5,319,39,34,359,0.8910614525139665,0.9134860050890585,0.9690534066840092,0.9077117572692794,0.9027962716378163
6,297,37,40,364,0.8892215568862275,0.900990099009901,0.9652576036046719,0.9043478260869565,0.8956639566395664
7,58,7,11,185,0.8923076923076924,0.9438775510204082,0.9789638932496075,0.9536082474226805,0.9310344827586207
8,58,7,16,178,0.8923076923076924,0.9175257731958762,0.9553528945281522,0.9393139841688655,0.9111969111969112
